PORO MATRIX,PERMX MATRIX (mD),PORO CRACK,PERMX CRACK (mD),OIL RATE 0 (SM3/DAY),OIL RATE 1 (SM3/DAY),OIL RATE 2 (SM3/DAY),OIL RATE 3 (SM3/DAY),OIL RATE 4 (SM3/DAY),OIL RATE 5 (SM3/DAY),OIL RATE 6 (SM3/DAY),OIL RATE 7 (SM3/DAY),OIL RATE 8 (SM3/DAY),OIL RATE 9 (SM3/DAY),OIL RATE 10 (SM3/DAY),OIL RATE 11 (SM3/DAY),OIL RATE 12 (SM3/DAY),OIL RATE 13 (SM3/DAY),OIL RATE 14 (SM3/DAY),OIL RATE 15 (SM3/DAY),OIL RATE 16 (SM3/DAY),OIL RATE 17 (SM3/DAY),OIL RATE 18 (SM3/DAY),OIL RATE 19 (SM3/DAY),OIL RATE 20 (SM3/DAY),OIL RATE 21 (SM3/DAY),OIL RATE 22 (SM3/DAY),OIL RATE 23 (SM3/DAY),OIL RATE 24 (SM3/DAY),OIL RATE 25 (SM3/DAY),OIL RATE 26 (SM3/DAY),OIL RATE 27 (SM3/DAY),OIL RATE 28 (SM3/DAY),OIL RATE 29 (SM3/DAY),OIL RATE 30 (SM3/DAY),OIL RATE 31 (SM3/DAY),OIL RATE 32 (SM3/DAY),OIL RATE 33 (SM3/DAY),OIL RATE 34 (SM3/DAY),OIL RATE 35 (SM3/DAY),OIL RATE 36 (SM3/DAY),OIL RATE 37 (SM3/DAY),OIL RATE 38 (SM3/DAY),OIL RATE 39 (SM3/DAY),OIL RATE 40 (SM3/DAY),OIL RATE 41 (SM3/DAY),OIL RATE 42 (SM3/DAY),OIL RATE 43 (SM3/DAY),OIL RATE 44 (SM3/DAY),OIL RATE 45 (SM3/DAY),OIL RATE 46 (SM3/DAY),OIL RATE 47 (SM3/DAY),OIL RATE 48 (SM3/DAY),OIL RATE 49 (SM3/DAY),OIL RATE 50 (SM3/DAY),OIL RATE 51 (SM3/DAY),OIL RATE 52 (SM3/DAY),OIL RATE 53 (SM3/DAY),OIL RATE 54 (SM3/DAY),OIL RATE 55 (SM3/DAY),OIL RATE 56 (SM3/DAY),OIL RATE 57 (SM3/DAY),OIL RATE 58 (SM3/DAY),OIL RATE 59 (SM3/DAY),OIL RATE 60 (SM3/DAY)
0.1735,0.9455,0.01535,89,0,2.63717,3.30362,5.137524,8.086397,11.59106,15.23711,18.93393,22.56442,26.07059,29.48857,32.79043,35.96775,39.01656,41.93062,44.7003,47.28948,49.71892,51.90059,53.83509,55.52099,56.97289,58.2274,59.3432,60.36795,61.33594,62.25831,63.15228,64.02083,64.8546,65.66051,66.43005,67.16106,67.84657,68.47972,69.06325,69.59855,70.0835,70.52429,70.91834,71.26266,71.57037,71.83645,72.05214,72.22183,72.35651,72.45299,72.51559,72.54524,72.54154,72.50269,72.43331,72.33992,72.21865,72.06487,71.88226,71.67731,71.44388,71.18351,70.89854,70.58994
0.1765,2.15125,0.018275,1317.5,0,95.73704,174.5719,233.7319,277.949,304.4073,310.5987,306.2065,299.2572,292.4442,285.9898,279.6701,273.2056,266.5795,259.7919,252.7883,245.6381,238.4502,231.2299,224.0382,216.9103,209.8701,202.9633,196.1913,189.6139,183.2342,177.01,170.9901,165.1714,159.5634,154.1309,148.8705,143.8333,139.0054,134.3258,129.7658,125.325,121.0977,117.3065,112.9283,108.7366,105.405,101.7549,97.51633,92.83178,87.73527,84.73682,81.85001,78.83916,75.93745,72.96181,70.11928,67.53596,65.13482,62.82491,60.52357,58.23827,55.99067,53.78126,51.64591,49.57762
0.14375,4.2215,0.0147875,1722.125,0,126.4259,214.8846,276.0073,314.8509,329.691,331.5592,328.8675,324.6956,319.4509,313.2859,306.3264,298.7282,290.5161,281.7824,272.6112,262.9864,252.9883,242.6086,231.9487,221.1008,210.1783,199.3169,188.7085,178.3592,168.4396,158.9678,149.9179,141.3923,133.37,125.774,118.5599,111.8391,105.5128,99.55701,93.87132,88.43391,83.28004,78.61165,74.14715,69.03551,65.28787,61.73877,57.62527,53.49451,49.10044,45.64276,43.18104,40.54771,37.77631,35.18604,32.62579,30.30175,28.21222,26.28654,24.57293,22.9337,21.31726,19.77942,18.32359,16.96513
0.1665,1.6735,0.0366125,791,0,119.4941,208.5823,270.3925,315.1679,347.8315,370.4211,382.6623,384.0835,375.8288,360.9747,342.9819,324.5833,307.2298,291.5373,277.5773,265.223,254.2158,244.3465,235.3817,227.165,219.5617,212.4442,205.7666,199.4566,193.4575,187.762,182.3311,177.1306,172.1629,167.4157,162.8646,158.4799,154.2687,150.2265,146.3468,142.5956,138.9724,135.4877,132.0393,128.4756,125.5497,122.2334,118.522,115.2974,112.3342,108.779,104.104,98.12289,94.52287,91.74081,88.89911,86.17186,83.42558,80.51517,77.74614,75.1673,72.72125,70.43722,68.24477,66.03774
0.1975,7.27,0.0489875,1283.375,0,214.71,311.8364,364.2856,394.0801,410.9008,420.1063,424.466,425.1029,422.3441,416.2543,407.6745,397.6228,386.9983,376.4258,366.2968,356.7261,347.758,339.3008,331.2907,323.6488,316.2449,309.0804,302.1046,295.2596,288.5465,281.9572,275.4819,269.1118,262.8427,256.7186,250.7048,244.8072,239.0504,233.4277,227.9449,222.602,217.3963,212.3396,207.4429,202.6798,198.0396,193.5228,189.1512,184.5778,180.1996,176.1238,171.2792,166.3521,161.2314,155.9328,149.9935,142.6805,134.1444,127.3446,121.2828,115.3102,109.7323,104.2209,98.58151,93.27859
0.1695,6.56475,0.014225,449.75,0,26.58933,60.92307,93.24387,122.1877,148.4113,172.1992,193.1099,210.3271,224.0524,235.2968,244.7041,252.8924,259.9027,265.763,270.4759,274.0222,276.4184,277.6463,277.7928,276.7756,274.6706,271.3742,266.9828,261.4417,254.7323,246.7771,237.6945,227.4294,216.158,203.8924,190.9631,178.062,165.4119,152.9106,141.3357,130.4667,120.5739,111.605,103.5188,96.15633,89.36162,83.07726,77.41245,72.21695,67.50881,63.21995,59.31389,55.74348,52.48166,49.48195,46.71452,44.15199,41.8012,39.62598,37.6105,35.73511,33.98298,32.35109,30.83222,29.40602
0.196,9.02175,0.0224375,191.375,0,17.92736,39.8437,62.94896,84.46797,104.5476,123.2698,140.7046,156.8238,171.5337,184.9681,197.5659,209.371,220.3717,230.4874,239.6359,247.7965,254.875,261.014,266.3264,270.9138,274.7673,277.8935,280.2533,281.7958,282.5149,282.4159,281.3747,279.3149,276.3344,272.2097,266.9816,260.5849,252.9393,244.0999,234.0689,222.8782,210.945,198.3453,185.6285,173.2314,161.4003,150.3653,140.1583,131.1216,123.1233,115.5337,108.4279,102.0747,96.39505,91.25317,86.30166,81.22962,76.60149,72.48322,68.86839,65.50806,62.51008,59.75897,57.22191,54.83096
0.1485,4.449,0.0327875,293.75,0,42.30536,93.6477,137.4123,174.8049,207.2277,235.3995,259.7349,280.389,297.1482,309.8713,318.3033,322.6766,323.937,323.0287,320.6829,317.3463,313.1413,308.2486,302.6251,296.3788,289.5203,282.1097,274.194,265.83,257.067,247.9598,238.6099,229.0026,219.2547,209.3808,199.5417,189.771,180.1454,170.7819,161.6644,152.9656,144.5871,136.6309,129.1169,121.9387,115.3359,109.0478,103.0921,97.46268,92.1403,87.16697,82.50988,78.13651,74.04762,70.17758,66.46249,62.90419,59.65779,56.6148,53.55291,50.7421,48.06429,45.76838,43.39513,41.00845
0.1525,7.4975,0.0431375,196.25,0,42.22533,89.01928,130.3978,165.9041,196.8191,223.8125,247.2339,267.4144,284.7219,299.6583,312.873,324.0632,333.4178,340.8828,346.3011,349.7523,351.2807,351.143,349.6026,346.9007,343.1528,338.4124,332.7347,326.2854,318.9527,310.7815,301.9288,292.2607,281.9713,270.9943,259.5453,247.5536,235.3041,222.7572,210.2548,197.8297,185.7494,174.1213,163.1076,152.7608,143.1832,134.1584,125.93,118.4156,111.4761,104.8249,98.78483,93.39095,88.40799,83.69183,79.37577,75.25109,71.25057,67.57129,64.16652,61.01627,58.0907,55.36625,52.83076,50.45074
0.16025,7.92975,0.0246875,1887.875,0,198.2041,295.511,350.7739,382.8104,398.4481,400.388,393.3372,382.1655,370.2695,359.0028,348.8044,339.2462,330.2154,321.5729,313.1359,304.8356,296.5173,288.1822,279.7901,271.3025,262.659,253.8459,244.8664,235.6906,226.3359,216.852,207.2978,197.6708,188.1645,178.8392,169.7357,160.9506,152.565,144.5536,136.9082,129.6927,122.8841,116.463,110.1962,104.1559,98.9557,93.54006,87.85632,83.0357,78.59877,73.53627,68.11393,62.92622,57.9447,54.18483,50.62886,47.24959,44.04934,40.8317,37.82486,35.06929,32.48956,30.17631,28.06853,26.05303
0.18325,9.272,0.0233375,1215.125,0,121.3186,204.3953,262.8551,305.6187,336.3999,356.1757,365.7691,367.7635,365.4451,361.1972,356.0315,350.3348,344.4642,338.3788,332.0052,325.4988,318.8198,312.0012,304.9749,297.7915,290.4665,282.9172,275.1776,267.2398,259.0485,250.6431,241.9874,233.0813,223.8794,214.4458,204.8771,195.1868,185.507,175.9902,166.6783,157.7314,149.1699,140.9778,133.2771,126.0018,119.1399,112.6744,106.6209,100.7372,95.15181,90.52937,85.56551,80.48671,76.00665,72.05358,67.93926,63.73282,58.63794,54.05584,50.72033,47.73915,44.8545,42.19687,39.64767,37.07795
0.2315,4.92675,0.024125,1366.25,0,108.7986,187.745,245.2881,288.8748,321.0714,341.2287,349.8914,350.4599,346.9867,342.1265,336.9758,331.8058,326.6596,321.4207,316.1249,310.7832,305.3776,299.9596,294.514,289.0198,283.5178,278.0049,272.476,266.9193,261.3593,255.8115,250.2492,244.6689,239.0803,233.4851,227.8999,222.3124,216.7734,211.2614,205.8045,200.41,195.1033,189.8453,184.625,179.2425,174.3072,169.6139,163.9597,158.6724,153.9159,148.8654,143.1716,136.571,129.0521,123.6201,118.8305,114.1713,109.4767,104.7223,99.9866,95.58753,91.36059,87.36334,83.71159,80.05141
0.201,9.79525,0.0437,1814.75,0,250.8183,343.6803,388.2025,410.4208,421.1902,425.7461,426.2277,423.1484,416.9026,408.2222,398.1697,387.8492,377.8015,368.3596,359.5127,351.2779,343.5088,336.027,328.8445,321.8979,315.0486,308.315,301.7066,295.1074,288.5566,282.1103,275.7124,269.3474,263.0542,256.821,250.6488,244.557,238.5887,232.7105,226.9483,221.3087,215.8129,210.4404,205.1684,200.0199,195.0408,190.1636,185.0623,180.2946,175.5819,169.9716,164.3557,158.7115,152.51,145.687,137.4132,128.7347,121.7014,115.091,108.664,102.5214,96.41545,90.46384,85.03961,79.93169
0.14075,4.15325,0.0455,786.125,0,170.1959,270.1401,330.2778,368.0422,392.1699,407.1238,415.4384,418.0176,415.1802,407.5279,396.3296,383.0787,369.1404,355.2842,342.0438,329.5306,317.7582,306.5987,296.0134,285.872,276.0861,266.6774,257.5711,248.711,240.116,231.7574,223.6329,215.7533,208.1273,200.7134,193.5024,186.5507,179.8401,173.3593,167.1132,161.0854,155.3106,149.7493,144.3703,139.1863,134.2355,129.4928,124.6843,120.2313,116.188,111.4154,106.9604,102.655,98.33543,93.59849,87.40989,81.06519,76.73397,72.75447,68.84798,65.17725,61.37088,57.64851,54.20794,51.03571
0.22475,8.2255,0.01895,898.25,0,60.14664,116.8883,163.3418,202.1467,234.8936,261.6389,281.5055,295.0983,304.2564,310.6996,315.5158,319.0867,321.3689,322.4728,322.6868,321.9159,320.2844,318.0225,315.1175,311.6435,307.7025,303.3673,298.5988,293.4731,288.0628,282.3431,276.3264,269.9845,263.3989,256.5611,249.4181,241.9491,234.2505,226.2631,217.9587,209.4455,200.8013,192.0254,183.3331,174.7807,166.3859,158.3051,150.5428,143.161,136.1644,129.5198,123.2496,117.1742,111.3144,106.0912,101.4461,96.22681,91.31408,86.84932,82.91895,78.85037,74.73109,70.1612,65.47125,61.1288
0.237,8.56675,0.0071375,644.75,0,15.69172,34.2855,54.54642,74.32584,92.63714,109.7606,125.5109,139.8259,152.9074,164.7817,175.6388,185.7415,195.076,203.7173,211.7775,219.1508,225.8909,231.997,237.5277,242.5134,246.9378,250.6973,253.8724,256.481,258.4699,259.9306,260.6654,260.7252,260.1267,258.8279,256.8291,254.102,250.5784,246.2426,240.9489,234.8205,227.7327,219.5002,210.4668,200.4897,189.87,178.6909,167.3113,155.9555,145.2941,135.6278,126.8205,118.8114,111.2108,104.1904,97.73463,91.81937,86.46422,81.59532,77.13454,73.08981,69.39698,65.9972,62.8364,59.92108
0.1465,6.9515,0.0068,1346.75,0,48.5222,99.84341,143.4122,178.1457,204.2841,225.1157,242.5291,256.6405,267.6046,276.0726,282.2704,286.3281,288.4369,288.7287,287.1571,283.8623,278.7913,271.9684,263.4913,253.2957,241.3029,227.4759,212.1295,195.4145,178.3112,161.9359,146.9286,133.3348,121.3596,110.3188,100.4056,91.54102,83.64151,76.57248,70.26172,64.60601,59.49206,54.87282,50.71144,46.95424,43.55232,40.46246,37.64331,35.05173,32.64817,30.42718,28.38079,26.47485,24.68302,23.00026,21.44752,20.00645,18.66502,17.44886,16.31086,15.24383,14.29735,13.45125,12.66949,11.9114
0.14675,1.4915,0.011525,1244.375,0,62.64246,127.8493,180.6617,217.4779,229.1962,230.5421,232.5145,234.8927,235.8212,235.0268,232.3972,228.1362,222.7959,216.5707,209.9146,202.8354,195.6309,188.1748,180.9259,173.6689,166.6784,159.7357,153.3168,146.9991,140.9836,135.122,129.5479,124.3375,119.3368,114.5086,109.9135,105.5555,101.2648,97.15089,93.30492,89.62653,86.06614,82.11742,79.05807,76.24541,72.60854,69.0739,65.67216,62.37449,60.19194,57.70892,55.30454,53.31668,51.33729,49.63261,48.01612,46.25685,44.53727,42.88673,41.25508,39.6833,38.19796,36.77758,35.41229,34.10478
0.20375,9.818,0.038075,118.25,0,19.38833,40.71466,63.92716,85.60577,105.8057,124.6479,142.1149,158.338,173.2451,186.765,199.3054,211.0971,222.1722,232.6202,242.4116,251.6326,260.253,268.2393,275.6031,282.3051,288.3822,293.7221,298.2832,302.044,305.0164,307.2271,308.7149,309.3662,309.0593,308.0263,306.2091,303.5035,299.8126,295.2043,289.7097,283.102,275.5666,266.9407,257.3664,246.8508,235.6296,223.7598,211.6151,199.417,187.4565,176.0943,165.3832,155.5521,146.2641,137.8115,130.3017,123.476,117.0782,110.9136,105.4287,100.4455,95.8047,91.25901,86.55621,82.4948
0.225,1.264,0.0167,1653.875,0,87.53254,160.6188,217.0785,258.1431,277.8172,278.2358,268.9914,259.4743,252.0172,246.0931,240.7876,235.6214,230.4701,225.3235,220.0244,214.7016,209.4326,204.2324,199.1271,194.1077,189.2226,184.4753,179.8819,175.4388,171.1221,166.9469,162.8872,158.9669,155.1769,151.403,147.8071,144.3254,140.8746,137.4532,134.1148,130.9587,127.7579,124.0426,121.3078,118.3617,114.8738,111.1365,106.6392,103.1587,100.2426,97.59174,95.10328,92.54652,90.1748,88.03363,86.02451,84.00206,81.87442,79.87571,77.87906,75.84853,73.84354,71.87486,69.89695,68.0149
0.23425,4.88125,0.04415,1332.125,0,181.2013,276.0818,333.5874,370.1909,393.6121,408.2145,416.1476,417.8455,413.8575,405.3319,393.9417,381.51,369.1759,357.6389,347.0872,337.5022,328.7959,320.7931,313.3411,306.3598,299.7701,293.4557,287.3826,281.5381,275.8904,270.4174,265.1119,259.9492,254.9511,250.1117,245.4135,240.8629,236.4678,232.1999,228.059,224.0527,220.169,216.3999,212.7117,209.1,205.5839,201.9214,198.277,195.0898,191.1512,186.9511,182.7071,178.4255,173.5903,167.4674,159.6819,153.5586,148.3336,143.0344,137.9964,133.0131,127.694,122.6608,117.8824,113.2473
0.213,1.51425,0.028625,259.625,0,16.06001,38.10181,65.02601,90.45316,114.1263,135.9885,156.3043,175.0903,191.3695,203.7259,211.5137,215.326,216.3997,216.113,215.5638,215.0658,214.7202,214.4279,214.094,213.6252,212.9147,211.9075,210.5944,208.9886,207.1137,204.9854,202.6325,200.086,197.3621,194.4901,191.5213,188.4702,185.3315,182.1462,178.9072,175.6529,172.403,169.1308,165.8362,162.5267,159.2113,155.9142,152.6104,149.3456,146.0209,142.6332,139.6506,136.6152,132.5602,129.1747,126.4158,123.3244,119.5018,114.9355,109.1525,105.5131,102.5777,99.52277,96.7218,93.95322
0.23325,7.5885,0.0269375,54.875,0,5.235164,10.84383,17.40749,24.02711,30.76764,37.33968,43.58788,49.53898,55.25891,60.70484,65.86832,70.69743,75.23253,79.5565,83.70185,87.68637,91.51576,95.17944,98.6913,102.021,105.1864,108.216,111.1187,113.9105,116.5884,119.1527,121.6162,123.9847,126.2489,128.422,130.4985,132.4899,134.3955,136.2142,137.9433,139.5908,141.1572,142.6394,144.0348,145.3482,146.5712,147.6893,148.7114,149.6327,150.4595,151.1917,151.8334,152.3688,152.7799,153.0228,153.0716,153.014,152.8611,152.6064,152.2334,151.6867,150.9675,150.127,149.1499,148.0036
0.1875,6.997,0.0059,1990.25,0,48.55897,98.04524,140.4739,172.8575,197.9501,219.6774,238.2728,253.6945,266.0907,275.9507,283.6592,289.4005,293.3623,295.7497,296.7633,296.4572,295.0961,292.5111,288.765,283.994,278.2697,271.5621,263.9371,255.3059,245.6986,235.0408,223.2501,210.6607,197.8203,184.861,172.1894,160.0747,148.768,138.2564,128.4563,119.2629,110.7858,102.9954,95.86034,89.3029,83.29403,77.77881,72.71206,68.04118,63.69925,59.6565,55.91272,52.4609,49.33227,46.53302,43.72296,41.03358,38.62297,36.44236,34.27698,32.07837,29.85491,27.53748,25.50652,23.83301
0.227,8.362,0.0282875,1936.625,0,179.1235,271.6752,328.5785,365.1366,387.5718,398.0912,398.5184,392.2897,383.1141,373.5209,364.4373,356.2424,348.6871,341.6884,335.0365,328.6808,322.5798,316.6487,310.8167,305.077,299.4225,293.7778,288.1494,282.5714,277.0036,271.3996,265.7606,260.113,254.4609,248.7778,243.0638,237.3618,231.638,225.9222,220.2377,214.5974,208.9965,203.4143,197.8968,192.315,186.5676,181.4605,175.7519,169.5581,163.6058,158.0502,151.6858,144.5151,135.9123,128.2707,122.0977,115.9885,110.1035,104.3743,98.44716,92.95524,87.75495,82.64646,78.04959,73.74625
0.21775,2.56075,0.0444875,371.75,0,48.63881,103.1392,149.7804,188.7974,222.2977,251.2101,276.1426,297.5554,315.3687,328.9593,337.616,341.235,340.4722,336.4095,330.3197,323.2821,315.9208,308.5954,301.4718,294.5626,287.8906,281.4336,275.1653,269.094,263.2154,257.4817,251.9186,246.5022,241.2253,236.0875,231.0878,226.1952,221.4448,216.8165,212.3073,207.9192,203.632,199.4618,195.404,191.4574,187.591,183.8015,180.1068,176.5576,173.0269,169.2321,165.8561,162.7878,158.8743,154.9582,151.2544,147.5648,143.3523,137.5826,130.5882,125.7816,121.5935,117.7012,114.1563,110.7959
0.1705,6.4965,0.0464,162.125,0,31.58039,68.45838,104.3913,135.902,164.0563,189.2742,211.8284,231.8258,249.3078,264.8365,278.8202,291.3914,302.6257,312.4742,320.8153,327.5325,332.6006,336.0361,337.8813,338.4206,337.8126,336.2484,333.8258,330.5869,326.5705,321.8836,316.5382,310.4373,303.7117,296.4145,288.4348,279.9373,270.94,261.4099,251.5044,241.1858,230.6996,219.9596,209.233,198.4802,187.999,177.7582,167.955,158.6117,149.7511,141.501,133.6874,126.3587,119.6418,113.4338,107.6078,101.9697,96.90726,92.20677,87.8373,83.77802,79.92928,76.3055,72.85093,69.41281
0.16925,9.8635,0.0293,1034.75,0,137.3036,225.6704,285.0732,326.5632,355.6239,374.8593,385.4801,388.5049,385.931,380.0366,372.6978,364.8663,356.9616,349.1672,341.389,333.6503,325.9307,318.1529,310.2758,302.2764,294.1337,285.8565,277.3938,268.7387,259.92,250.8832,241.6454,232.2491,222.6487,212.885,203.0778,193.2125,183.4173,173.8208,164.4624,155.4859,146.9143,138.7298,131.0005,123.7361,116.8729,110.4251,104.3609,98.68098,93.2475,87.96791,83.49866,79.28255,74.59628,70.34692,66.45182,62.93304,59.24134,54.91007,50.27932,46.81667,43.94858,41.30742,38.82048,36.50233
0.162,7.56575,0.0273875,74.375,0,10.29287,23.87427,38.62003,53.60154,67.81862,81.09579,93.06548,103.7963,113.6617,122.7957,131.243,138.9794,146.0984,152.6688,158.7683,164.4097,169.6331,174.4623,178.911,182.9996,186.7528,190.1446,193.1593,195.8119,198.1227,200.0741,201.6656,202.8547,203.5255,203.6143,203.2071,202.3748,201.019,199.0693,196.5837,193.5358,189.9708,185.6807,180.8358,175.3087,169.107,162.2155,154.8635,146.9529,138.886,130.6786,122.6705,115.0457,107.8354,101.2617,95.02245,89.48138,84.42884,79.70696,75.4381,71.60881,68.16831,64.84299,61.90112,59.24825
0.2105,6.6785,0.046625,303.5,0,49.27242,101.0871,145.6604,183.144,215.478,243.3859,267.4851,288.1102,305.9052,321.154,333.8865,343.9792,351.2792,355.8669,358.0238,358.0846,356.6115,354.0194,350.6469,346.7365,342.3912,337.7401,332.7932,327.5738,322.1751,316.5445,310.7352,304.7045,298.5331,292.2567,285.8419,279.2762,272.654,265.9375,259.1144,252.2465,245.3439,238.3833,231.3741,224.4101,217.4359,210.4524,203.5204,196.7023,189.9332,183.2296,176.7269,170.3766,164.154,158.1015,152.3054,146.6732,141.1922,135.9971,131.0352,126.1083,121.2627,117.0154,113.1071,108.611
0.19075,5.7685,0.0442625,137.75,0,21.43689,47.06742,75.62182,101.6002,125.4312,147.3867,167.4861,185.895,202.5755,217.7067,231.5934,244.5008,256.4622,267.4641,277.441,286.198,293.7316,299.9378,304.7766,308.3443,310.76,312.2111,312.8371,312.742,311.9234,310.4747,308.3816,305.6607,302.3522,298.4059,293.838,288.6979,282.9681,276.6407,269.7625,262.3791,254.4339,246.1192,237.3463,228.2388,218.8928,209.3303,199.7489,190.1679,180.7967,171.6256,162.8396,154.3677,146.3882,138.8801,131.7159,125.0032,118.81,113.0412,107.6605,102.4014,97.50455,93.00294,88.90767,85.06681
0.21025,5.38175,0.0062375,342.5,0,6.562847,14.64266,25.41256,36.93706,48.59643,59.87761,70.30212,79.94527,88.66172,96.45606,103.5334,110.1275,116.3353,122.1069,127.4424,132.2915,136.7608,140.907,144.7257,148.2292,151.4068,154.2668,156.7973,159.0511,161.036,162.7216,164.1369,165.2952,166.2143,166.8369,167.1808,167.2623,167.0888,166.6767,166.0036,164.9693,163.6645,162.0755,160.1506,157.91,155.3804,152.5075,149.293,145.7125,141.8455,137.5787,133.0034,128.1493,123.0148,117.7115,112.2631,106.6713,101.2842,95.98246,91.00879,86.25072,81.65547,77.32175,73.32507,69.7671
0.15375,4.085,0.006575,1200.5,0,33.11657,74.64996,112.9274,144.0096,166.2848,185.878,203.3985,217.8439,229.7404,239.5492,247.3911,253.3474,257.5095,259.989,260.8755,260.2227,258.054,254.3445,249.1376,242.3484,233.9875,224.2254,213.3604,201.6166,189.4691,177.2203,165.249,153.7833,142.9813,132.792,123.3127,114.5283,106.265,98.55968,91.61639,85.1843,79.25257,73.78099,68.75431,64.11968,59.8469,55.87448,52.15623,48.73601,45.56557,42.59512,39.8172,37.17438,34.53737,32.19086,30.16885,28.20897,26.20507,24.28193,22.35623,20.52269,19.07318,17.84768,16.60189,15.46361
0.205,3.92575,0.034025,830,0,100.819,180.3417,238.3376,282.6291,316.9243,342.8361,360.6332,369.8984,371.1407,366.3875,358.3628,349.1529,339.8374,330.8737,322.4242,314.3963,306.7668,299.4211,292.315,285.4122,278.6562,272.0455,265.5576,259.1836,252.9217,246.7733,240.7278,234.7779,228.9416,223.2468,217.6501,212.1762,206.8456,201.6294,196.5276,191.5274,186.6741,181.9414,177.3118,172.842,168.4065,163.76,159.505,155.6194,150.8296,146.1678,141.8469,137.5147,132.4971,126.0993,118.9402,113.9218,109.5559,105.4638,101.4363,97.2321,92.95788,89.04675,85.32034,81.72195
0.212,1.992,0.0149,103.625,0,3.288051,4.589483,7.709509,11.9403,16.55636,21.33925,26.14058,30.73819,35.19834,39.51244,43.66629,47.63888,51.43319,55.04333,58.45833,61.67815,64.69611,67.49946,70.08272,72.45668,74.63422,76.65725,78.5582,80.34624,82.038,83.63468,85.16905,86.63138,88.01726,89.32568,90.55538,91.70915,92.79803,93.80364,94.73742,95.59995,96.3858,97.10188,97.75006,98.32719,98.83845,99.29105,99.68205,100.0077,100.2684,100.4723,100.6234,100.7194,100.762,100.7429,100.6626,100.5378,100.3608,100.136,99.86479,99.55175,99.19003,98.77948,98.31604,97.8053
0.1565,3.812,0.0280625,639.875,0,80.17589,153.5921,209.2801,253.4671,288.8303,316.0781,334.5076,343.8234,345.3131,341.7338,335.6272,328.4388,320.897,313.1623,305.4216,297.4613,289.4115,281.2786,273.0596,264.7379,256.3363,247.9417,239.5094,231.0729,222.6625,214.3219,206.0693,197.9661,189.9987,182.2274,174.6806,167.3616,160.3262,153.5391,146.9969,140.7427,134.7526,128.9972,123.4886,118.2211,113.1959,108.1722,103.479,99.45782,94.56487,90.01806,86.06068,82.37099,78.11321,73.1227,68.07913,63.61499,60.25221,57.06214,54.00391,51.06648,48.13579,45.34593,42.78494,40.32956
0.14625,1.87825,0.0482,1541.75,0,277.5391,371.0045,409.5937,426.0594,432.6502,434.2157,431.7484,424.9231,413.3711,397.8213,379.5974,360.4195,341.5825,323.8467,307.5311,292.7445,279.3635,267.2908,256.3203,246.3051,237.1015,228.5724,220.6352,213.2017,206.2061,199.6091,193.3596,187.4373,181.8116,176.4662,171.3714,166.521,161.9035,157.4861,153.2706,149.2272,145.3437,141.6283,138.0692,134.5657,131.0186,127.9866,124.6507,121.0997,117.755,114.5779,110.8239,106.3099,100.66,96.53719,93.23242,89.77219,86.39846,83.14793,79.85761,76.65916,73.73771,70.9852,68.38798,65.91075
0.2265,7.42925,0.0158,64.625,0,3.512905,6.482823,10.41491,14.12522,17.87204,21.61896,25.3084,28.86383,32.29134,35.5996,38.80273,41.89273,44.8693,47.73183,50.45667,53.02081,55.47032,57.83013,60.11647,62.33283,64.47794,66.5561,68.55522,70.47941,72.34312,74.14456,75.88879,77.57642,79.21101,80.79777,82.33403,83.81992,85.2599,86.65777,88.01253,89.3204,90.58504,91.80865,92.9907,94.13527,95.24158,96.30583,97.32877,98.30862,99.24959,100.1519,101.0131,101.8322,102.6098,103.3456,104.0378,104.6886,105.2966,105.8546,106.3609,106.8176,107.2264,107.587,107.8885,108.0977
0.22675,7.6795,0.02165,1561.25,0,117.6569,198.0364,255.5817,298.4506,328.88,346.9982,354.6424,355.7449,353.9124,350.9304,347.2337,343.1364,338.7669,334.1255,329.2075,324.136,318.9814,313.7061,308.3524,302.948,297.4628,291.8858,286.2549,280.5818,274.797,268.9046,262.9251,256.8246,250.6099,244.2903,237.8362,231.2409,224.5239,217.7353,210.9275,204.082,197.2134,190.4377,183.7799,177.2441,170.6872,164.2213,158.5231,152.3718,145.8053,139.7713,134.3672,128.4373,121.9446,114.2993,106.9141,101.496,96.37163,91.55872,86.72304,81.95465,77.20229,72.67972,68.50983,64.59902
0.16275,8.817,0.0239,771.5,0,89.76434,163.0179,218.2105,261.3772,295.1476,320.9802,338.8606,349.0444,353.1992,353.4378,351.4561,348.0864,343.7607,338.7249,333.0192,326.7602,320.0268,312.7752,305.1252,297.0768,288.5907,279.7295,270.442,260.7656,250.7135,240.2053,229.3562,218.2989,206.9944,195.3748,183.7578,172.6922,161.9445,151.7542,142.0359,132.9857,124.5109,116.6038,109.187,102.287,95.88659,89.98556,84.51628,79.41067,74.57722,70.01327,65.80708,61.8598,58.17093,54.77409,51.79057,48.93887,46.11382,43.53055,41.14322,39.013,36.83221,34.62607,32.18942,29.7613
